第 三 篇 道 德	THIÊN THỨ 3 : ĐẠO ĐỨC
尸 子 云 : 孔 子 曰 臨 事 而 懼 希 不 濟 易 曰 若 履 虎 尾 終 之 吉 若 群 臣 之 眾 皆 戒 慎 恐 懼 若 履 虎 尾 則 何 不 濟 之 有 乎 。	Lời nói thận trọng với người thân cận vậy. Chu-Công răn vua Thành-Vương rằng : “ ấy bằng hữu, ấy bằng hữu.” Lời nói thận trọng khi ở cùng với người vậy. Sách Thi Tử viết : Đức Khổng-Tử nói : “gặp việc mà không sợ sệt, ít khi chẳng nên việc”. Kinh Dịch viết : “dẵm đuôi cọp, (lo sợ) chung cuộc tốt lành”. Như quần-thần mọi người đều răn giữ thận trọng, sợ sệt như dẫm đuôi cọp thì có việc gì chẳng nên ?
中 論 云 : 是 故 君 子 敬 孤 獨 而 慎 幽 微 雖 在 隱 翳 鬼 神 不 得 見 其 隙 況 於 遊 宴 乎 。	Sách Trung Luận viết : Cho nên người quân-tử kính trọng người cô-độc và thận trọng nơi hoang vu vắng vẻ. Dù ở nơi ẩn khuất quỷ-thần chẳng lẽ không thấy được, huống chi ở chốn ăn chơi ư !.
尚 書 云 : 居 寵 思 危 罔 弗 惟 畏 弗 畏 入 畏 。	Sách Thượng Thư viết : Lúc được yêu mến nghĩ đến lúc nguy, không điều gì không kính sợ.
中 論 云 : 君 子 之 於 己 也 無 事 而 不 懼 焉 我 之 有 善 懼 人 之 未 吾 好 也 我 之 有 不 善 懼 人 之 必 吾 惡 也 見 人 之 善 懼 我 之 不 能 脩 也 見 人 之 不 善 懼 我 之 必 若 彼 也 。	Nếu không biết kính sợ, thế nào cũng lâm vào cảnh đáng sợ. Sách Trung Luận viết : Người quân-tử đối với chính mình, không việc gì mà chẳng e sợ. Ta được thiện lành, nhưng chỉ sợ người chưa thích ta. Ta có điều bất thiện, thì sợ người sẽ ghét ta. Thấy người thiện lành, thì sợ ta không có thể làm theo. Thấy người bất thiện, thì sợ ta sẽ giống như họ.
淮 南 子 云 : 目 妄 視 則 淫 耳 妄 聞 則 惑 口 妄 言 則 亂 三 關 者 不 可 不 慎 守 也 。	Sách Hoài Nam Tử viết : Mắt xem bậy thì buông thả, tai nghe bậy thì mê hoặc, miệng nói bậy thì rối loạn.
劉 廙 政 論 云 : 善 為 政 者 知 一 事 之 不 可 闕 也 故 無 物 而 不 備 知 一 是 之 不 可 失 也 故 眾 非 與 之 共 得 其 不 然 者 輕 一 事 之 為 小 忽 而 闕 焉 不 知 眾 物 與 之 共 多 也 睹 一 非 之 為 小 也 輕 而 蹈 焉 不 知 眾 是 與 之 共 失 也 。	Ba cửa ải này không thể không giữ gìn cẩn thận vậy. Sách Lưu Dực Chính Luận viết : Giỏi làm chính trị thì phải biết dù một việc cũng không thể khuyết thiếu. Nên không việc gì mà không chuẩn bị, biết một việc đúng thì không thể để mất nó đi vậy. Nên mọi ý kiến dù không đúng cũng nên cùng nhau lắng nghe. Như không biết gì, rồi xem nhẹ một việc cho rằng là nhỏ rồi lơ là mà khuyết thiếu đi, không biết được đông đảo sự việc kết hợp cùng nhau mà thành nhiều. Thấy một sai lầm rồi làm nhỏ đi, xem nhẹ nó mà lao vào. Đó là không biết cái đúng theo số nhiều, rồi cùng nhau phạm sai lầm vậy.
魏 志 云 : 文 學 防 輔 遂 共 表 稱 陳 袞 美 袞 聞 之 大 驚 懼 責 讓 文 學 曰 修 身 自 守 常 人 之 行 耳 而 諸 君 乃 以 上 聞 是 適 所 以 增 其 負 累 也 且 如 有 善 何 患 不 聞 而 遽 共 如 是 是 非 益 我 其 誡 慎 如 此 。	Sách Ngụy Chí viết : Ông Văn-Học và Ông Phòng-Phụ cùng nhau tấu trình khen ngợi sự tốt đẹp của Tào-Cổn. Tào-Cổn nghe được thì rất sợ hãi mà trách Văn-Học rằng : “sửa mình, là việc giữ gìn của người thường làm thôi, mà các ông lại tấu trình lên trên, việc này nghe được thì chỉ khiến tôi tăng thêm lo lắng. Như tôi có sự tốt đẹp lẽ nào sợ người không nghe biết ? mà sao các ông vội vàng cùng làm như thế, nói chuyện thị phi để giúp tôi. “ Khuyên răn thận trọng khi làm như thế.
曾 子 云 : 君 子 慎 其 所 去 就 與 君 子 游 如 長 日 加 益 而 不 自 知 也 與 小 人 游 如 履 薄 冰 每 履 而 下 幾 何 而 不 陷 乎 哉 。	Sách Tăng Tử viết : Người quân-tử thận trọng khi chọn nơi đi tới. Cùng người quân-tử vui chơi như ngày dày thêm ích lợi mà không tự biết vậy.
論 語 云 : 孔 子 曰 生 而 知 之 者 上 也 學 而 知 之 者 次 也 困 而 學 之 又 其 次 也 困 而 不 學 民 斯 為 下 矣 。	Cùng kẻ tiểu-nhân vui chơi như đi qua băng mỏng, mỗi bước thì chỉ rớt xuống, bao nhiêu người không rơi vào cảnh đó đây !. Sách Luận Ngữ viết : Người sinh ra đã hiểu biết, đó là bậc thượng (1). Người học rồi mới hiểu biết, đó là bậc thứ (2). Gặp cảnh khốn khó mới chịu học, đó là hạng dưới bậc thứ (3). Còn gặp cảnh khốn khó mà không chịu học, đó là hạng thấp nhất rồi (4) !.
吳 志 云 : 蓋 聞 君 子 恥 當 年 而 功 不 立 疾 沒 世 而 名 不 稱 故 曰 學 如 不 及 猶 恐 失 之 是 以 古 之 志 士 悼 年 齒 之 流 邁 而 懼 名 稱 之 不 建 也 故 勉 精 厲 操 不 遑 寧 息 且 以 西 伯 之 聖 姬 公 之 才 猶 有 日 昃 待 旦 之 勞 故 能 隆 王 道 垂 名 億 載 況 在 臣 庶 而 可 以 已 乎 。	Sách Ngô Chí viết : Nghe nói người quân-tử thấy sỉ nhục vào thời trẻ mà không tạo lập được công danh gì. Giận đến lúc chết mà danh tiếng không xứng đáng. Nên nói học như chẳng đủ, cảm thấy sợ khi mất đi. Vì thế thời xưa kẻ chí-sĩ tiếc thời gian trôi qua sẽ già đi và sợ danh tiếng không được gây dựng. Nên họ chuyên cần rèn luyện bản thân đến không có thời gian nghỉ ngơi. Như thấy bậc thánh-nhân Tây-Bá, tài năng của Cơ-Phát, Chu-Công mà còn lao lực đến khi mặt trời lặn. Nên họ có thể làm tốt đẹp sự nghiệp vương-đạo lưu truyền danh tiếng đến ngàn năm. Huống hồ là một bề tôi thường mà không gắng sức ư !.
論 語 云 : 子 夏 曰 事 父 母 能 竭 其 力 事 君 能 致 其 身 與 朋 友 交 言 而 有 信 雖 曰 未 學 吾 必 謂 之 學 矣 。	Sách Luận Ngữ viết : Thầy Tử-Hạ nói : Hầu hạ cha mẹ tận tâm hết sức lực, làm việc cho vua tận hết khả năng của bản thân, cùng bạn bè giao tiếp nói lời giữ chữ tín. Người làm được vậy tuy nói là chưa được học, ta ắt xem người đó có học rồi vậy.
袁 子 正 書 云 : 善 學 者 假 先 王 以 論 道 善 因 者 借 外 智 以 接 物 故 假 人 之 目 以 視 奚 適 夫 兩 見 假 人 之 耳 以 聽 奚 適 夫 兩 聞 假 人 之 智 以 慮 奚 適 夫 兩 察 。	Sách Viên Tử Chính Thư viết : Người khéo học sẽ nương theo bậc tiên-vương để suy xét đạo lý. Người khéo noi theo sẽ lợi dụng trí huệ của người để sử lý công việc. Nên nương theo mắt người để thấy, đâu chỉ thấy việc từ hai phía. Nương theo tai người để nghe, đâu chỉ nghe việc từ hai phía.
周 易 云 : 夫 易 聖 人 之 所 以 極 深 而 研 幾 也 唯 深 也 故 能 通 天 下 之 志 唯 幾 也 故 能 成 天 下 之 務 唯 神 也 故 不 疾 而 速 不 行 而 至 。	Nương theo trí huệ của người để mưu toan, đâu chỉ điều tra việc từ hai phía. Sách Chu Dịch viết : Sở dĩ bậc thánh-nhân lấy sự cùng cực, thâm xâu để tìm tòi cái cơ vi. Chỉ khi tìm tòi thâm sâu, nên có thể thông cái chí của thiên-hạ. Chỉ khi tìm tòi cái cơ vi, nên có thể lo thành công việc của thiên-hạ. Chỉ khi có thần, nên không lẹ mà nhanh, không đi mà đến.
論 語 云 : 子 曰 德 之 不 修 學 之 不 講 聞 義 不 能 徙 也 不 善 不 能 改 也 是 吾 憂 也 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : Đạo đức mà không biết tu dưỡng. Học tập mà không biết giảng giải. Nghe thấy việc nghĩa mà không làm. Có điều bất thiện mà không sửa đỗi. Đó là những mối lo của ta.
袁 子 正 書 云 : 聖 人 貴 恒 恒 者 德 之 固 也 聖 人 久 於 其 道 而 天 下 化 成 未 有 不 恒 而 可 以 成 德 無 德 而 可 以 持 久 者 也 。	Sách Viên Tử Chính Thư viết : Bậc thánh-nhân thường thường quý ở đức vững bền. Bậc thánh-nhân lâu dài ở đạo mà thiên-hạ hóa thành tựu. Chưa có việc không lâu bền mà có thể thành tựu đạo đức, và không đạo đức mà có thể gìn giữ lâu dài vậy.
昌 言 云 : 猶 十 五 志 學 朋 友 講 習 自 強 不 息 德 與 年 進 至 于 七 十 然 後 心 從 而 不 踰 矩 況 於 不 及 中 規 者 乎 而 不 自 勉 也 。	Sách Xương Ngôn viết : Như 15 tuổi đặt chí hướng vào việc học, cùng bạn bè giảng giả, tập luyện, nỗ lực không ngừng nghỉ thì đạo đức và tuổi tiến lên dần. Đến 70 tuổi thì tự nhiên tùy lòng mình mà không ra khỏi quy củ. Huống hồ ở việc không đạt trúng quy củ, vậy mà không tự cố gắng ư ?.
孫 卿 子 云 : 兼 服 天 下 之 心 高 上 尊 貴 不 以 驕 人 聰 明 聖 智 不 以 窮 人 齊 給 速 通 不 爭 先 人 剛 毅 勇 敢 不 以 傷 人 不 知 則 問 不 能 則 學 雖 能 必 讓 。	Sách Tôn Khanh Tử viết : Khiến hết lòng người trong thiên-hạ phục. Là cao-thượng, tôn-quý không kiêu ngạo với người. Thông-minh, thánh-trí không lấy đó để ép người. Ban tặng, nhanh nhẹn không tranh trước người. Cương-nghị, dũng-cảm không lấy đó để tổn thương người. Không biết thì hỏi. Không giỏi thi học. Tuy giỏi cũng phải khiêm nhượng.
尹 文 子 云 : 為 善 與 眾 行 之 為 巧 與 眾 能 之 此 善 之 善 者 巧 之 巧 者 也 故 所 貴 聖 人 之 治 不 貴 其 獨 治 貴 其 能 與 眾 共 治 也 所 貴 工 倕 之 巧 不 貴 其 獨 巧 貴 其 與 眾 共 巧 也 。	Sách Doãn Văn Tử viết : Đã thiện mà khiến đại chúng cùng làm theo. Đã khéo giỏi mà khiến đại chúng cùng giỏi theo. Đó là thiện trong thiện, khéo trong khéo vậy. Nên cái quý của bậc thánh-nhân ở việc trị nước, không quý ở một mình trị nước, mà quý có thể cùng mọi người cùng trị nước vậy. Cái quý của người thợ Thùy khéo léo, không quý ở chổ một mình khéo léo, mà quý ở chổ cùng mọi người chung khéo léo vậy.
周 易 云 : 同 人 先 號 咷 而 後 笑 子 曰 君 子 之 道 或 出 或 處 或 默 或 語 二 人 同 心 其 利 斷 金 同 心 之 言 其 臭 如 蘭 。	Sách Chu Dịch viết : Cùng người trước gào khóc sau tươi cười. Đức Khổng-Tử nói : đạo của người quân-tử, hoặc ra, hoặc ở, hoặc lặng yên, hoặc nói chuyện. Hai người đồng lòng thì như dao bén chặt đứt sắt thép.
禮 記 云 : 不 以 口 譽 人 則 民 作 忠 故 君 子 問 人 之 寒 則 衣 之 問 人 之 飢 則 食 之 稱 人 之 美 則 爵 之 。	Nói là đồng lòng, cái mùi nó như hoa lan vậy. Sách Lễ Ký viết : Không lấy miệng khen người (quá đáng) thì dân khởi lên trung thành. Nên người quân-tử hỏi khi người bị lạnh, thì ban áo. Khi hỏi người bị đói, thì ban thức ăn. Khi khen cái đẹp của người, thì ban tước vị.
晉 書 云 : 大 禹 聖 者 乃 惜 寸 陰 至 於 眾 人 當 惜 分 陰 豈 可 逸 遊 荒 醉 生 無 益 於 時 死 無 聞 於 後 是 自 棄 也 。	Sách Tấn Thư viết : Bậc thánh nhân vua Đại-Vũ, còn quý tiếc từng tấc thời gian, đến như mọi người, đáng lẽ phải tiếc thời gian, há lại có thể vui chơi, hưởng lạc trong rượu chè. Sống vô-ích, đến thời chết đi hậu-thế không ai biết đến. Đó là tự vứt bỏ mình vậy.
