第 四 篇 為 政	THIÊN THỨ 4 : VI CHÁNH
孫 卿 子 云 : 使 賢 者 為 之 則 與 不 肖 者 規 之 使 智 者 慮 之 則 與 愚 者 論 之 使 修 士 行 之 則 與 奸 邪 之 人 疑 之 雖 欲 成 功 得 乎 哉 。	Sách Tôn Khanh Tử viết : Khiến người hiền đức làm việc theo khuôn phép cùng kẻ kém cỏi. Khiến người trí lo toan bàn luận cùng kẻ ngu dốt. Khiến bậc tu-sĩ hành đạo khác lạ cùng kẻ gian tà. Dù muốn thành công đạt được ư ?.
禮 記 云 : 大 道 之 行 也 天 下 為 公 選 賢 與 能 故 人 不 獨 親 其 親 不 獨 子 其 子 使 老 有 所 終 幼 有 所 長 鰥 寡 孤 獨 廢 疾 者 皆 有 所 養 是 故 謀 閉 而 不 興 盜 竊 亂 賊 而 不 作 是 謂 大 同 。	Sách Lễ Ký viết : Đạo lớn được thi hành, thiên-hạ sẽ công bằng. Thì tuyển chọn người hiền cùng người tài phụng sự đất nước. Nên người không chỉ thân yêu cha mẹ mình, không chỉ thân yêu con mình, chăm sóc người già đến cuối đời, trẻ em được nuôi dưỡng tốt, người không vợ, không chồng, kẻ cô độc, tàn phế, bệnh tật đều được chăm sóc nuôi dưỡng. Cho nên mưu mẹo bế tắc mà không hưng lên được, việc trộm cắp cướp bốc không xảy ra đó gọi là thời kỳ Đại-Đồng.
六 韜 云 : 天 下 者 非 一 人 之 天 下 天 下 之 天 下 也 與 天 下 同 利 者 則 得 天 下 擅 天 下 之 利 者 失 天 下 。	Sách Lục Thao viết : Thiên-hạ không phải của một người, thiên-hạ là thiên-hạ của chung của người trong thiên-hạ vậy.
傅 子 云 : 夫 能 通 天 下 之 志 者 莫 大 乎 至 公 能 行 至 公 者 莫 要 乎 無 忌 心 。	Cùng người thiên-hạ hưởng lợi thì có được thiên-hạ, độc chiếm thiên-hạ hưởng lợi thì mất thiên-hạ. Sách Phó Tử viết : Có thể thông được cái chí của thiên-hạ chẳng gì lớn bằng chí-công (vô tư). Có thể hành được chí-công (vô tư) chằng gì trọng yếu bằng không có lòng ghen ghét
孫 卿 子 云 : 故 君 人 者 愛 民 而 安 好 士 而 榮 兩 者 無 一 焉 而 亡 也 明 分 職 序 事 業 拔 材 官 能 莫 不 治 理 則 公 道 達 而 私 門 塞 矣 公 義 明 而 私 事 息 矣 如 是 則 德 厚 者 進 而 佞 悅 者 止 貪 利 者 退 而 廉 節 者 起 。	Sách Tôn Khanh Tử viết : Nên người làm vua thương dân mà làm cho an ổn, thích kẻ sĩ mà làm cho vẻ vang, hai điều đó thiếu một thì bại vong. Rõ việc phân cấp chức vị, sắp xếp thứ tự công việc, chọn người tài bổ nhiệm làm quan, chẳng ai là không trị lý được, thì việc công thông suốt và cánh cửa tư lợi sẽ bị bế tắc vậy, việc công rõ ràng mà việc riêng ngừng vậy. Như thế thì người đức hạnh tiến lên mà kẻ nịnh nọt làm vui lòng bị cấm đoán. Kẻ tham lợi thoái lui mà người thanh liêm hưng khởi lên.
漢 書 云 : 臣 聞 堯 受 命 以 天 下 為 憂 而 未 聞 以 位 為 樂 也 。	Sách Hán Thư viết : Thần nghe vua Nghiêu nhận mệnh trời để lo cho thiên-hạ, chưa nghe việc lấy ngôi vị để hưởng lạc.
史 記 云 : 顧 吾 念 之 強 秦 之 所 以 不 敢 加 兵 於 趙 者 徒 以 吾 兩 人 在 也 今 兩 虎 鬥 其 勢 不 俱 生 吾 所 以 為 此 先 公 家 之 急 而 後 私 讎 也 。	Sách Sử Ký viết : Nhưng suy nghĩ của ta nước Tần mạnh sở dĩ không dám đem quân đánh nước Triệu, vì ta còn nằm trong hai nhân vật quan trọng (Tương-Như và Liêm-Pha). Hai người như con hổ mà đánh nhau thì cả hai không sống nổi. Ta sở dĩ nói lên điều đó trước vì gấp lo việc nước nhà mà để thù riêng ra sau vậy.
論 語 云 : 子 曰 性 相 近 也 習 相 遠 也 。	Sách Luận Ngữ viết : Bản tính người vốn gần nhau, do tập quán mà xa nhau.
傅 子 云 : 先 王 知 人 有 好 善 尚 德 之 性 而 又 貪 榮 而 重 利 故 貴 其 所 尚 而 抑 其 所 貪 貴 其 所 尚 故 禮 讓 興 抑 其 所 貪 故 廉 恥 存 。	Sách Phó Tử viết : Bậc tiên-vương biết người có tính hiếu thiện, tôn sùng đức hạnh, lại tham vinh mà trọng lợi. Nên các ngài tôn sùng cái người quý trọng mà tiết chế cái người tham. Cái quý được tôn sùng nên nết lễ nhượng hưng khởi, cái tham được tiết chế nên nết liêm sỉ còn.
鹽 鐵 論 云 : 治 民 之 道 務 篤 於 教 也 。	Sách Diêm Thiết Luận viết : Đạo để trị dân là lo dốc sức vào việc giáo dục (đạo đức).
崔 寔 政 論 云 : 上 為 下 效 然 後 謂 之 教 。	Sách Thôi Thực Chính Luận viết : Trên làm thì dưới bắt chước như vậy gọi là dạy.
傅 子 云 : 古 之 仁 人 推 所 好 以 訓 天 下 而 民 莫 不 尚 德 推 所 惡 以 誡 天 下 而 民 莫 不 知 恥 。	Sách Phó Tử viết : Người có đức nhân thời xưa, chọn lựa những điều tốt để dạy thiên-hạ nên người dân không ai là không tôn sùng đức hạnh. Rút ra những cái xấu để răn thiên-hạ nên người dân không ai là không biết đến liêm sỉ.
論 語 云 : 子 曰 弟 子 入 則 孝 出 則 悌 謹 而 信 汎 愛 眾 而 親 仁 行 有 餘 力 則 以 學 文 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : học trò vào nhà thì hiếu thuận, ra ngoài kính nhường, cẩn thận mà thành tín, yêu mọi người mà gần người nhân đức, làm việc có dư sức thì học thêm văn (kiến thức mới).
孝 經 云 : 子 曰 教 民 親 愛 莫 善 於 孝 教 民 禮 順 莫 善 於 悌 移 風 易 俗 莫 善 於 樂 安 上 治 民 莫 善 於 禮 禮 者 敬 而 已 矣 故 敬 其 父 則 子 悅 敬 其 兄 則 弟 悅 敬 其 君 則 臣 悅 敬 一 人 而 千 萬 人 悅 所 敬 者 寡 悅 者 眾 此 之 謂 要 道 也 。	Sách Hiếu Kinh viết : Đức Khổng-Tử nói : dạy dân lòng thân ái chẳng gì tốt bằng nết hiếu, dạy dân lễ thuận chẳng gì tốt bằng nết đễ (kính nhường), dời đổi phong tục chẳng gì tốt bằng âm nhạc, trên muốn an ổn trị dân chẳng gì tốt bằng dùng lễ, dùng lễ là để kính trọng nhau mà thôi vậy. Nên kính cha thì con người vui lòng, kính anh thì em người vui lòng, kính vua thì bề tôi người vui lòng, kính một người mà ngàn vạn người vui lòng. Người kính trọng ít, còn người vui lòng thì nhiều.
史 記 云 : 孔 子 曰 導 之 以 政 齊 之 以 刑 民 免 而 無 恥 導 之 以 德 齊 之 以 禮 有 恥 且 格 老 氏 稱 法 令 滋 章 盜 賊 多 有 。	Đó gọi là đạo trọng yếu vậy. Sách Sử Ký viết : Đức Khổng-Tử nói : “Dẫn dắt dân bằng chính trị, sửa trị dân bằng hình phạt thì dân phòng tránh mà không xấu hổ. Dẫn dắt dân bằng đạo đức, sửa trị dân bằng lễ nhạc thì dân xấu hổ mà sửa đổi.” Đức Lão-Tử nói : “Luật pháp rườm rà thì sinh nhiều trộm cướp.”
史 記 云 : 子 產 治 鄭 民 不 能 欺 子 賤 治 單 父 人 不 忍 欺 西 門 豹 治 鄴 人 不 敢 欺 三 子 之 才 能 誰 最 賢 哉 辦 治 者 當 能 別 之 。	Sách Sử Ký viết : Ông Tử-Sản trị nước Trịnh dân không thể lừa dối. Ông Tử-Tiện trị đất Thiện-Phủ người không nhẫn tâm lừa dối. Ông Tây-Môn-Báo trị đất Nghiệp người không dám lừa dối. Tài năng của ba người ai là người hiền nhất ?, người đảm đương việc cai trị có thể phân biệt được.
淮 南 子 云 : 不 知 禮 義 不 可 以 行 法 法 能 殺 不 孝 者 而 不 能 使 人 為 孔 墨 之 行 法 能 刑 竊 盜 者 而 不 能 使 人 為 伯 夷 之 廉 孔 子 養 徒 三 千 人 皆 入 孝 出 悌 言 為 文 章 行 為 儀 表 教 之 所 成 也 。	Sách Hoài Nam Tử viết : Không biết lễ nghĩa không lấy gì để hành-pháp. Luật pháp có thể giết kẻ bất hiếu nhưng không thể khiến người làm theo đức Khổng-Tử, Mặc-Tử. Pháp luật có thể phạt kẻ trộm cắp nhưng không thể khiến người liêm khiết như ông Bá-Di . Đức Khổng-Tử dạy dỗ hơn 3.000 người học trò, ai cũng đều vào nhà hiếu thuận, ra ngoài kính nhường, lời nói theo văn chương, việc làm theo khuôn phép, nên ngài thành công trong việc dạy học vậy.
五 文 子 云 : 文 子 問 德 仁 義 禮 老 子 曰 德 者 民 之 所 貴 也 仁 者 人 之 所 懷 也 義 者 民 之 所 畏 也 禮 者 民 之 所 敬 也 此 四 者 聖 人 之 所 以 御 萬 物 也 。	Sách Ngũ Văn Tử viết : Ông Văn-Tử hỏi Đức, Nhân, Nghĩa, Lễ. Đức Lão-Tử đáp : Đức là điều mà dân quý, Nhân là điều mà dân mong, Nghĩa là điều mà dân sợ, Lễ là điều mà dân kính.
魏 志 云 : 顯 賢 表 德 聖 王 所 重 舉 善 而 教 仲 尼 所 美 。	Bốn điều đó bậc thánh-nhân dùng để chế ngự vạn-vật. Sách Ngụy Chí viết : Tuyên dương người hiền, người đạo đức là việc mà bậc thánh-vương chú trọng. Tiển cử người tốt để dạy học là việc mà đức Trọng-Ni cho là tốt đẹp.
管 子 云 : 一 年 之 計 莫 如 樹 榖 十 年 之 計 莫 如 樹 木 終 身 之 計 莫 如 樹 人 。	Sách Quản Tử viết : Kế sách trong một năm chẳng gì bằng trồng ngũ cốc. Kế sách trong hai năm chằng gì bằng trồng cây thành rừng. Kế sách cho cả cuộc đời chằng gì bằng trồng người (giáo dục).
漢 書 云 : 儒 家 者 流 蓋 出 於 司 徒 之 官 助 人 君 順 陰 陽 明 教 化 者 也 游 文 於 六 經 之 中 留 意 於 仁 義 之 際 祖 述 堯 舜 憲 章 文 武 宗 師 仲 尼 以 重 其 言 於 道 最 為 高 。	Sách Hán Thư viết : Học phái Nho-gia bắt nguồn từ quan Tư-Đồ (bộ giáo dục), họ trợ giúp vua thuận theo quy luật âm dương để làm rõ việc giáo hóa vậy. Họ thông thạo kinh văn trong lục-kinh (Thi, Thư, Lễ, Nhạc, Dịch, Xuân Thu), lưu tâm đến truyền bá nhân-nghĩa, noi theo đạo của vua Nghiêu, vua Thuấn. Thuận theo hiến-chương của vua Văn-Vương, Võ-Vương. Tôn đức Trọng-Ni làm thầy, lấy di ngôn của ngài làm đạo lý tối cao.
漢 書 云 : 道 家 者 流 蓋 出 於 史 官 歷 紀 成 敗 存 亡 禍 福 古 今 之 道 秉 要 執 本 清 虛 以 自 守 卑 弱 以 自 持 此 君 人 南 面 者 之 術 也 合 於 堯 之 克 讓 易 之 嗛 嗛 一 謙 而 四 益 此 其 所 長 也 。	Sách Hán Thư viết : Học phái Đạo-gia bắt nguồn từ sử-quan. Họ ghi chép lại lịch sử thành bại, được mất, họa phúc, đạo lý xưa nay, chủ yếu chú trọng ghi sự thật, họ lấy thanh tịnh hư vô để giữ mình, lấy thấp yếu để noi theo, đó là phương pháp mà người làm vua ngồi quay về hướng nam để trị nước vậy. Tông chỉ phù hợp với đức Nhượng của vua Nghiêu và Kinh Dịch là nhún nhường. Một đức Khiêm mà lợi ích 4 nơi (trời, đất, thần linh, con người), đó là tông chỉ mà học phái Đạo-gia vâng theo vậy.
晏 子 云 : 夫 人 之 所 以 貴 於 禽 獸 者 以 有 禮 也 。	Sách Yến Tử viết : Con người sở dĩ tôn quý hơn cầm-thú là vì có lễ.
禮 記 云 : 故 禮 之 教 化 也 微 其 正 邪 於 未 形 使 人 日 徙 善 遠 罪 而 不 自 知 也 是 以 先 王 隆 之 也 易 曰 君 子 慎 始 差 若 毫 釐 謬 以 千 里 此 之 謂 也 。	Sách Lễ Ký viết : Nên lễ là giáo-hóa những hành vi nhỏ nhặt, sửa đổi những cái xấu khi chúng chưa thành hình, khiến người chuyển đổi thành thiện, xa lìa tội lỗi mà không ai hay biết, việc đó bậc tiên-vương tôn sùng vậy. Kinh Dịch viết : “Người quân-tử thận trong lúc bắt đầu. Nếu sai một hào li, đi lạc cả ngàn dặm.” Việc đó đã nói lên vậy.
禮 記 云 : 道 德 仁 義 非 禮 不 成 教 訓 正 俗 非 禮 不 備 分 爭 辨 訟 非 禮 不 決 君 臣 上 下 父 子 兄 弟 非 禮 不 定 宦 學 事 師 非 禮 不 親 班 朝 治 軍 蒞 官 行 法 非 禮 威 嚴 不 行 禱 祠 祭 祀 供 給 鬼 神 非 禮 不 誠 不 莊 。	Sách Lễ Ký viết : Đạo đức nhân nghĩa không lễ không thành. Giáo hóa làm chánh phong tục không lễ không hoàn bị. Tranh chấp kiện tụng không lễ không quyết đoán. Vua tôi, trên dưới, cha con, anh em không lễ không an định. Học làm quan, phụng sự thầy không lễ không thân.
禮 記 云 : 夫 禮 者 所 以 定 親 疏 決 嫌 疑 別 同 異 明 是 非 也 。	Sắp đặt triều chính, trị lý quân đội, bổ nhiệm quan chức, ban hành pháp luật không lễ thì không uy nghiêm. Cầu đảo, khấn vái, cúng bái quỷ thần không lễ không thành tâm không trang nghiêm. Sách Lễ Ký viết : Lễ dùng để định thân-sơ, giải quyết hiềm-nghi, phân biệt đồng-dị, làm rõ thị-phi.
禮 記 云 : 君 子 有 禮 則 外 諧 而 內 無 怨 。	Sách Lễ Ký viết : Người quân-tử có lễ thì bề ngoài hài-hòa mà trong lòng không oán.
禮 記 云 : 昏 禮 者 將 合 二 姓 之 好 上 以 事 宗 廟 而 下 以 繼 後 世 也 故 君 子 重 之 男 女 有 別 而 後 夫 婦 有 義 夫 婦 有 義 而 後 父 子 有 親 父 子 有 親 而 後 君 臣 有 正 故 曰 婚 禮 者 禮 之 本 也 。	Sách Lễ Ký viết : Hôn-lễ là hòa hợp hai gia tộc khác họ lại với nhau, trên lấy việc thờ cúng tông-miếu tổ tiên, dưới lấy việc sinh con nối dõi, nên người quân-tử coi trọng nó. Nam nữ có phân biệt mà sau vợ chồng có nghĩa, vợ chồng có nghĩa mà sau cha con thân thiết, cha con thân thiết mà sau vua tôi chánh đáng. Nên nói hôn-lễ là gốc của lễ vậy.
禮 記 云 : 故 朝 覲 之 禮 所 以 明 君 臣 之 義 也 聘 問 之 禮 所 以 使 諸 侯 相 尊 敬 也 喪 祭 之 禮 所 以 明 臣 子 之 恩 也 鄉 飲 酒 之 禮 所 以 明 長 幼 之 序 也 婚 姻 之 禮 所 以 明 男 女 之 別 也 夫 禮 禁 亂 之 所 由 生 猶 防 止 水 之 所 自 來 也 故 以 舊 防 為 無 所 用 而 壞 之 者 必 有 水 敗 以 舊 禮 為 無 所 用 而 去 之 者 必 有 亂 患 故 婚 姻 之 禮 廢 則 夫 婦 之 道 苦 而 淫 僻 之 罪 多 矣 鄉 飲 酒 之 禮 廢 則 長 幼 之 序 失 而 鬥 爭 之 獄 繁 矣 喪 祭 之 禮 廢 則 臣 子 之 恩 薄 而 背 死 忘 生 者 眾 矣 聘 覲 之 禮 廢 則 君 臣 之 位 失 而 背 叛 侵 陵 之 敗 起 矣 。	Sách Lễ Ký viết : Nên lễ triều-cận (chư-hầu đến yết kiến vua) là để làm rõ nghĩa vua tôi vậy. Lễ sính-vấn (phái sứ-giả thăm hỏi nhau) là khiến các chư-hầu tôn kính nhau. Lễ để tang hiếu là để làm rõ cái ân của thần-tử vậy. Lễ dâng rượu ở quê là để làm rõ thứ tự lớn nhỏ vậy. Lễ hôn-nhân là để làm rõ khác biệt nam nữ vậy. Lễ ngăn chặn loạn từ lúc mới phát sinh giống như đê phòng lũ đến. Nếu cho đê phòng là cũ kỹ không dùng được gì mà phá hoại đi thì ắt sẽ gặp nạn nước lũ. Nếu cho lễ là cổ hữu không dùng được gì mà bỏ đi thì ắt sẽ gặp tai họa loạn lạc. Nên lễ hôn-nhân phế đi thì đạo vợ chồng đắng cay, và tội dâm loạn sẽ nhiều thêm vậy. Lễ dâng rượu ở quê phế đi thì thứ tự lớn nhỏ không còn, và các án kiện đánh nhau nhiều thêm vậy. Lễ để tang hiếu phế đi, thì cái ân của thần-tử bị phai nhạt và kẻ vong ân phụ nghĩa nhiều thêm vậy. Lễ triều-cận và sính-vấn phế đi, thì địa vị vua tôi mất và việc làm phản, xâm lược nhau sẽ khởi lên vậy.
