第 一 篇 君 道	THIÊN THỨ 1 : QUÂN ĐẠO
論 語 云 : 子 曰 君 子 不 重 則 不 威 學 則 不 固 主 忠 信 無 友 不 如 己 者 過 則 勿 憚 改 。	Lấy đức trung-tín làm đầu, không kết bạn với người không như mình, có lỗi chớ ngại sửa đổi.
毛 詩 云 : 刑 于 寡 妻 至 于 兄 弟 以 御 于 家 邦 。	Sách Mao Thi (Kinh Thi) viết: Làm ra hình mẫu tốt cho vợ con, rồi lan đến anh em, rồi đến cả nước.
魏 志 云 : 傳 曰 周 之 同 盟 異 姓 為 後 誠 骨 肉 之 恩 爽 而 不 離 親 親 之 義 寔 在 敦 固 未 有 義 而 後 其 君 仁 而 遺 其 親 者 也 。	Đó là ân tình với cốt-nhục không đổi, khoáng đạt mà không xa người thân, yêu người thân chân thật bền chắc. Không có đạo nghĩa mà sau (người khác họ hàng xếp ngồi sau) đó là lòng nhân từ của vua không lìa xa người thân vậy.
論 語 云 : 君 子 篤 於 親 則 民 興 於 仁 故 舊 不 遺 則 民 不 偷 。	Sách Luận Ngữ viết : Người quân-tử dốc hết lòng với người thân thì dân hưng khởi lòng nhân , không bỏ rơi bậc cố-cựu thì dân sống không bạt bẽo.
漢 書 云 : 孔 子 曰 人 能 弘 道 非 道 弘 人 也 故 治 亂 廢 興 在 於 己 非 天 降 命 不 可 得 反 也 。	Sách Hán Thư viết : Đức Khổng Tử nói : Người có thể hoằng đạo, đạo không thể hoằng người. Nên bình trị, loạn lạc, suy bại, hưng thịnh, là tại chính mình không phải mệnh trời, làm gì không được thì nên phản tỉnh lại mình.
論 語 云 : 子 路 問 君 子 子 曰 修 己 以 敬 曰 如 斯 而 已 乎 曰 修 己 以 安 百 姓 修 己 以 安 百 姓 堯 舜 其 猶 病 諸 。	Sách Luận Ngữ viết : Thầy Tử-Lộ hỏi về người quân-tử ?, đức Khổng-Tử đáp : sửa mình trở nên cung kính, thầy Tử-Lộ hỏi : thưa chỉ như thế thôi sao , đức Khổng-Tử đáp : sửa mình để bách-tính an ổn, việc sửa mình để bách-tính an ổn đến vua Nghiêu, vua Thuấn còn chưa làm được.
淮 南 子 云 : 主 者 國 之 心 也 心 治 則 百 節 皆 安 心 擾 則 百 節 皆 亂 。	Sách Hoài Nam Tử viết : Lãnh đạo như tâm của cả nước, tâm trị thì trăm hạnh tốt an, tâm nhiễu thì trăm hạnh tốt loạn.
傅 子 云 : 故 天 下 不 正 修 之 國 家 國 家 不 正 修 之 朝 廷 朝 廷 不 正 修 之 左 右 左 右 不 正 修 之 身 身 不 正 修 之 心 所 修 彌 近 而 所 濟 彌 遠 禹 湯 罪 己 其 興 也 勃 焉 正 心 之 謂 也 。	Người xưa thông đạt đạo trị nước thì hiểu tâm, làm mọi việc mà không chủ động và hành vi không tiết độ thì loạn.
傅 子 云 : 唯 不 推 心 以 況 人 故 視 用 人 如 用 草 芥 使 用 人 如 用 己 惡 有 不 得 其 性 者 乎 古 之 達 治 者 知 心 為 萬 事 主 動 而 無 節 則 亂 故 先 正 其 心 其 心 正 於 內 而 後 動 靜 不 妄 以 率 先 天 下 而 後 天 下 履 正 而 咸 保 其 性 也 斯 遠 乎 哉 求 之 心 而 已 矣 。	Nên trước phải làm tâm ngay thẳng, tâm ngay thẳng bên trong mà sau khi làm việc động hay tĩnh sẽ không tùy tiện, trước cho thiên-hạ noi theo mà sau thiên-hạ sẽ theo sự ngay thẳng mà bảo toàn được bản tính. Những yêu cầu này có xa chăng ?
禮 記 云 : 堯 舜 率 天 下 以 仁 而 民 從 之 桀 紂 率 天 下 以 暴 而 民 從 之 。	Sách Lễ Ký viết : Vua Nghiêu, vua Thuấn dùng lòng nhân lãnh đạo thiên-hạ thế mà dân theo. Vua Kiệt, vua Trụ dùng tàn bạo lãnh đạo thiên-hạ thế mà dân (miễn cưỡng) theo.
左 傳 云 : 夫 上 之 所 為 民 之 歸 也 上 所 不 為 而 民 或 為 之 是 以 加 刑 罰 焉 而 莫 敢 不 懲 若 上 之 所 為 而 民 亦 為 之 乃 其 所 也 又 可 禁 乎 。	Sách Tả Truyện viết : Việc làm của trên sẽ là quy phạm (hình mẫu) cho dân, trên không làm lẽ nào bắt dân làm, (dân không làm) rồi nhân đó xử phạt họ thì ai mà không dám đề phòng.
鹽 鐵 論 云 : 孔 子 曰 人 而 不 仁 疾 之 以 甚 亂 也 故 民 亂 反 之 政 政 亂 反 之 身 身 正 而 天 下 定 是 以 君 子 嘉 善 而 矜 不 能 恩 及 刑 人 德 潤 窮 夫 施 惠 悅 爾 行 刑 不 樂 也 。	Nên việc trên làm thì dân cũng làm theo vậy, sao lại có thể ngăn cấm ?. Sách Diêm Thiết Luận viết: Đức Khổng-Tử nói : người mà không có lòng nhân, lại có tật đố kị thì chỉ làm rối loạn thêm.
政 要 論 云 : 是 以 天 萬 物 之 覆 君 萬 物 之 燾 也 懷 生 之 類 有 不 浸 潤 於 澤 者 天 以 為 負 員 首 之 民 有 不 霑 濡 於 惠 者 君 以 為 恥 。	Sách Chu Dịch viết : Tượng viết : Núi cao có nước chảy bế tắc, người quân-tử xem lại bản thân, tu đức.
周 易 云 : 象 曰 山 上 有 水 蹇 君 子 以 反 身 修 德 彖 曰 蹇 難 也 險 在 前 也 見 險 而 能 止 智 矣 哉 。	Thoán viết : quẻ Thủy Sơn Kiển gian nan, nguy hiểm trước mặt, thấy nguy hiểm mà có thể dừng lại sáng suốt vậy thay.
左 傳 云 : 修 己 而 不 責 人 則 免 於 難 。	Sách Tả Truyện viết : Sửa mình mà không trách người thì tránh được hoạn nạn.
新 序 云 : 仁 人 也 者 國 之 寶 也 智 士 也 者 國 之 器 也 博 通 之 士 也 者 國 之 尊 也 故 國 有 仁 人 則 群 臣 不 爭 國 有 智 士 則 無 四 鄰 諸 侯 之 患 國 有 博 通 之 士 則 人 主 尊 。	Sách Tân Tự viết : Người nhân từ là vật bảo của quốc gia, bậc trí-sĩ là tài sản của quốc gia, bậc học sĩ uyên bác quốc gia phải tôn trọng. Nên quốc gia có người nhân từ thì quần-thần không tranh nhau, quốc gia có bậc trí-sĩ thì không có họa hoạn bốn phía các nước chư-hầu láng giềng xâm lấn, quốc gia có bậc học sĩ uyên bác thì lãnh đạo được tôn trọng.
左 傳 云 : 夫 善 人 在 上 則 國 無 幸 民 諺 曰 民 之 多 幸 國 之 不 幸 是 無 善 人 之 謂 也 。	Sách Tả Truyện viết : Người tốt ở trên thì quốc gia không cho là may mắn. Dân chúng có câu ngạn ngữ : “dân nhiều hy vọng, nước không may mắn”.
左 傳 云 : 無 善 人 則 國 從 之 詩 曰 人 之 云 亡 邦 國 殄 瘁 無 善 人 之 謂 也 故 夏 書 曰 與 其 殺 不 辜 寧 失 不 經 懼 失 善 也	Sách Tân Tự viết : Nên vua phải lao nhọc tìm cầu người hiền, khi có được thì rất an nhàn.
新 序 云 : 故 王 者 勞 於 求 賢 逸 於 得 人 舜 舉 眾 賢 在 位 垂 衣 裳 恭 己 無 為 而 天 下 治 。	Vua Thuấn tiến cử người hiền trong dân chúng, cho họ ở đúng chức vị, (nên cứ thế an nhiên) áo quần rủ xuống, chính mình cung kính, không làm gì mà trị yên được thiên-hạ.
尸 子 云 : 古 者 明 王 之 求 賢 也 不 避 遠 近 不 論 貴 賤 卑 爵 以 下 賢 輕 身 以 先 士 。	Sách Thi Tử viết : Các vị vua sáng suốt xưa kia tìm cầu người hiền, không kể xa gần, không luận sang hèn, buông bỏ tước vị để đón tiếp người hiền, hạ thấp bản thân trước kẻ sĩ.
六 韜 云 : 今 君 之 位 尊 矣 待 天 下 之 賢 士 勿 臣 而 友 之 則 君 以 得 天 下 矣 。	Sách Lục Thao viết : Nay vua địa vị tôn quý tiếp đãi bậc hiền-sĩ trong thiên-hạ, chớ coi như bề tôi, mà nên xem như bạn thì vua sẽ có được thiên-hạ vậy.
說 苑 云 : 周 公 攝 天 子 位 七 年 布 衣 之 士 執 贄 而 所 師 見 者 十 人 所 友 見 者 十 二 人 窮 巷 白 屋 所 先 見 者 四 十 九 人 進 善 者 百 人 教 士 者 千 人 官 朝 者 萬 人 當 此 之 時 誠 使 周 公 驕 而 且 吝 則 天 下 賢 士 至 者 寡 矣 。	Đó là vì ngài chân thành giả như Chu-Công kiêu mạng và hẹp hòi thì chắc bậc hiền-sĩ trong thiên-hạ đến rất ít vậy.
政 要 論 云 : 為 人 君 之 務 在 於 決 壅 決 壅 之 務 在 於 進 下 進 下 之 道 在 於 博 聽 博 聽 之 義 無 貴 賤 同 異 隸 豎 牧 圉 皆 得 達 焉 。	Sách Chính Yếu Luận viết : Người làm vua chú trọng tại việc khơi thông bế tắc, khơi thông bế tắc thì chú trọng tại lời khuyên cấp dưới, được lời khuyên cấp dưới thì đạo lý tại lắng nghe nhiều, lắng nghe nhiều nghĩa là không phân sang hay hèn, giống hay khác, dẫu là nô bộc đến kẻ chăn trâu ngựa hễ đúng lý thì dùng được.
傅 子 云 : 古 之 賢 君 樂 聞 其 過 故 直 言 得 至 以 補 其 闕 。	Sách Phó Tử viết : Các vị vua hiền xưa kia thích nghe lỗi (mình).
潛 夫 論 云 : 明 君 蒞 眾 務 下 之 言 以 昭 外 也 敬 納 卑 賤 以 誘 賢 也 其 無 拒 言 未 必 言 者 之 盡 用 也 乃 懼 拒 無 用 而 讓 有 用 也 。	Cung kính thu nạp những kẻ thấp hèn để thu hút người tài, nên không cự tuyệt những lời khuyên sai thì ắt những lời khuyên ấy đều có chổ dùng, chỉ sợ khi cự tuyệt những lời khuyên vô dụng thì sẽ mất luôn những lời khuyên hữu dụng vậy.
後 漢 書 云 : 仁 君 廣 山 藪 之 大 納 切 直 之 謀 。	Sách Hậu Hán Thư viết : Vua có lòng nhân thì quảng đại như núi, là chổ chứa lớn để thu nạp những mưu lược thẳng thắng.
後 漢 書 云 : 今 群 臣 皆 以 邕 為 戒 上 畏 不 測 之 難 下 懼 劍 客 之 害 臣 知 朝 廷 不 復 得 聞 忠 言 矣 夫 立 言 無 顯 過 之 咎 用 鏡 無 見 玼 之 尤 如 惡 立 言 以 記 過 則 不 當 學 也 不 欲 明 鏡 之 見 玼 則 不 當 照 也 願 陛 下 詳 思 臣 言 不 以 記 過 見 玼 為 責 。	Sách Hậu Hán Thư viết : Thời đại vua Nghiêu, vua Thuấn có để cái trống can gián, dựng cột gỗ chê bai ở triều-đình.
傅 子 云 : 能 容 直 臣 則 上 之 失 不 害 於 下 而 民 之 所 患 上 聞 矣 。	Các vị vua sáng suốt nhà Ân, Chu đối với các oán trách, lời chửi mắng của dân chúng thì liền rửa mắt, đổi sắc mà lắng nghe nên họ thông đạt, rõ được sự tình, họ khai mở không kiêng dè ai, tiếp thu rộng để hiểu được tường tận hơn tình cảnh của dân chúng.
魏 志 云 : 君 明 則 臣 直 古 之 聖 王 恐 不 聞 其 過 故 有 敢 諫 之 鼓 。	Sách Dục Tử viết : Vua Vũ trị thiên-hạ, thì nghe 5 loại âm thanh.
後 漢 書 云 : 堯 舜 之 世 諫 鼓 謗 木 立 之 於 朝 殷 周 哲 王 小 人 怨 詈 則 洗 目 改 聽 所 以 達 聰 明 開 不 諱 博 採 負 薪 盡 極 下 情 也 。	Trước cửa (triều đình) treo cái chuông, trống, đạc, khánh bên cạnh có cái trống cơm lấy đó mà tiếp nhận (các ý kiến) kẻ sĩ trong bốn biển, trên cái đòn ngang treo khánh có khắc bài văn rằng : “ dạy đạo lý cho quả-nhân thì đánh vào trống, dạy quả-nhân điều nghĩa thì đánh vào chuông, dạy quả-nhân công việc thì rung cái đạc, báo cáo quả-nhân về nỗi ưu lo thì đánh vào cái khánh, bàn luận với quả-nhân chuyện kiện tụng, ngục tù thì rung cái trống cơm”, đó là 5 loại âm thanh. Cho nên vua Vũ thường trong một bữa ăn mà phải bảy lần đứng dậy, đến giữa ngày mà chưa rảnh để ăn no bụng, vua nói : “ ta không sợ kẻ sĩ trong bốn biển dừng lại ở bên đường, ta sợ không lưu lại (các ý kiến của họ trên) cửa triều đình ta”.
漢 書 云 : 昔 高 祖 納 善 若 不 及 從 諫 若 轉 圜 。	Sách Hán Thư viết : Xưa kia Hán Cao Tổ (Lưu Bang) tiếp nhận điều thiện như theo không kịp, nghe theo lời can gián như quay vòng (liên tục).
傅 子 云 : 通 直 言 之 塗 引 而 致 之 非 為 名 也 以 為 直 言 不 聞 則 己 之 耳 目 塞 耳 目 塞 於 內 諛 者 順 之 於 外 此 三 季 所 以 至 亡 而 不 自 知 也 。	Sách Diêm Thiết Luận viết : Ông Biển-Thước không thể trị bệnh mà không dùng đến kim châm và thuốc thang, bậc thánh hiền không thể giúp khi vua không tiếp nhận những lời nói tốt lành.
鹽 鐵 論 云 : 扁 鵲 不 能 治 不 受 鍼 藥 之 疾 賢 聖 不 能 正 不 食 善 言 之 君 故 桀 有 關 龍 逢 而 夏 亡 紂 有 三 仁 而 商 滅 故 不 患 無 夷 吾 由 余 之 論 患 無 桓 穆 之 聽 耳 。	Nên vua Kiệt có ông Loan-Long-Phùng mà nhà Hạ vẫn diệt vong, vua Trụ có 3 người nhân đức mà cũng diệt vong.
魏 志 云 : 是 故 為 人 君 者 所 與 遊 必 擇 正 人 所 觀 覽 必 察 正 象 放 鄭 聲 而 弗 聽 遠 佞 人 而 弗 近 然 後 邪 心 不 生 而 正 道 可 弘 也 。	Sách Ngô Chí viết : Cho nên người làm vua cùng người giao du ắt phải chọn người đứng đắn, xem nhìn ắt phải xét hình tượng cho ngay thẳng, âm nhạc buông thả nước Trịnh (dâm đãng) thì không nghe, xa lánh kẻ nịnh bợ mà không gần gũi, có như vậy sau lòng gian tà không sinh mà chánh đạo có thể hoằng dương.
申 鑒 云 : 或 問 天 子 守 在 四 夷 有 諸 曰 此 外 守 也 天 子 之 內 守 在 身 曰 何 謂 也 曰 至 尊 者 其 攻 之 者 眾 焉 故 便 辟 御 侍 攻 人 主 而 奪 其 財 近 幸 妻 妾 攻 人 主 而 奪 其 寵 逸 遊 伎 藝 攻 人 主 而 奪 其 志 左 右 小 臣 攻 人 主 而 奪 其 行 不 令 之 臣 攻 人 主 而 奪 其 事 是 謂 內 寇 。	Sách Thân Giám viết : Có người hỏi thiên-tử canh phòng bốn phía các tộc man-di (xâm phạm) có phải không ? đáp : đó là canh phòng ở ngoài, thiên-tử bên trong canh phòng bản thân, hỏi : nghĩa là sao ?, đáp : người ở địa vị rất tôn quý (thiên-tử) bị người công kích rất nhiều.
袁 子 正 書 云 : 奸 臣 因 以 似 象 之 言 而 為 之 容 說 人 主 不 能 別 也 是 而 悅 之 惑 亂 其 心 舉 動 日 繆 而 常 自 以 為 得 道 此 有 國 之 常 患 也 夫 佞 邪 之 言 柔 順 而 有 文 忠 正 之 言 簡 直 而 多 逆 。	Lời lẽ kẻ tà nịnh nhu thuận mà không tốt đẹp, lời người trung-chánh thẳng tắt mà đa phần khó nghe.
抱 朴 子 云 : 諂 媚 小 人 歡 笑 以 贊 善 面 從 之 徒 拊 節 以 稱 功 益 使 惑 者 不 覺 其 非 自 謂 有 端 晏 之 捷 過 人 之 辨 而 不 寤 斯 乃 招 患 之 旌 。	Sách Bão Phác Tử viết : Kẻ tiểu-nhân nịnh hót vui đùa để tán dương việc tốt, mặt thì thuận theo vỗ tay phụ tiết để khen ngợi công lao. Nhưng việc đó chỉ khiến người thêm mê hoặc không biết gì, tự cho lanh lẹ như Đoan Yến (Yến Tử và Tử Cống), biện luận hơn người mà không tỉnh ngộ đó là chiêu vời tai họa đến thật rõ ràng.
漢 書 云 : 用 賢 人 而 行 善 政 如 或 譖 之 則 賢 人 退 而 善 政 還 。	Sách Hán Thư viết : Dùng người hiền thì làm tốt việc chính trị, nghe theo lời gièm pha thì người hiền sẽ thoái lui, dẫn đến không thể làm tốt việc chính trị vậy.
時 務 論 云 : 天 下 之 國 莫 不 皆 有 忠 臣 謀 士 也 或 喪 師 敗 軍 危 身 亡 國 者 誠 在 人 主 之 聽 不 精 不 審 。	Như việc hao binh, tổn tướng, hại thân, mất nước, thành thực là do tại vua lắng nghe không tinh tường, không tỉ mỉ.
後 漢 書 云 : 夫 讒 人 似 實 巧 言 如 簧 使 聽 之 者 惑 視 之 者 昏 夫 吉 凶 之 效 在 乎 識 善 成 敗 之 機 在 於 察 言 。	Sách Hậu Hán Thư viết : Kẻ nói lời gièm pha, xảo trá nhìn tựa như thật thà, như cái lưỡi gà (trong kèn sáo thổi lên) khiến người nghe bị mê hoặc, người nhìn bị tối tăm.
傅 子 云 : 凡 有 血 氣 茍 不 相 順 皆 有 爭 心 隱 而 難 分 微 而 害 深 者 莫 甚 於 言 矣 君 人 者 將 和 眾 定 民 而 殊 其 善 惡 以 通 天 下 之 志 者 也 聞 言 不 可 不 審 也 。	Người làm vua hòa thuận với mọi người, an định dân chúng mà biết phân biệt việc tốt xấu để Rõ được cái chí của thiên-hạ, nên nghe lời nói không thể không xem xét kỹ càng vậy.
